mof label, metal(s)
NIKYOW02_clean, Fe-O-Fe
NIKYOW_clean, Fe-O-Fe
NIKYUC01_clean, Fe-O-Fe
NIKYUC02_clean, Fe-O-Fe
NIKYUC_clean, Fe-O-Fe
NIKZAJ01_clean, Fe-O-Fe
NIKZAJ02_clean, Fe-O-Fe
NIKZAJ_clean, Fe-O-Fe
NIKZEN01_clean, Fe-O-Fe
NIKZEN02_clean, Fe-O-Fe
NIKZEN_clean, Fe-O-Fe
NIMTEJ_clean, Ce-O-Ce
NIMVEL_clean, La-O-La
NIMVIP_clean, Pr-O-Pr
NIMWUD_clean, Cd-O-Cd
NIMXAK_clean, Ti-O-Ti
NIMXIS_clean, Zn-O-Zn
NIRDAT_clean, Ga-O-Ga
NIRGAY_clean, Mn-O-Mn
NIRMUW01_clean, Ba-O-Ba
NIRMUW_clean, Ba-O-Ba
NIRNAD_clean, Sr-O-Sr
NISBEX_clean, La-O-La
NISPOV_clean, Zn-O-Zn
NIVWIY_clean, Gd-O-Gd
NIYZIG_clean, Zn-O-Zn
NIZNAN_clean, Tb-O-Tb
NOCKOG_clean, Mg-O-Mg
NOCKUM_clean, Ca-O-Ca
NOCLOH01_clean, Sr-O-Sr
NOCLOH02_clean, Sr-O-Sr
NOCLOH03_clean, Sr-O-Sr
NOCLOH_clean, Sr-O-Sr
NOCLUN_clean, Sr-O-Sr
NOCYUB_clean, Sr-O-Sr
NOCZAI_clean, Sr-O-Sr
NOFHOG_clean, Eu-O-Eu
NOHKOM_clean, Gd-O-Na
NOHLED_clean, Ce-O-Na
NOHSUA_clean, Ca-O-Ca
NOKJON_clean, Zn-O-U, U-O-U
NOKLIJ_clean, Ni-O-Ni
NOPJOT_clean, Mn-O-Mn
NOQPAM_clean, Ba-O-Ba
NORBUT_clean, Ba-O-Ba, Ba-O-Zn
NORGOS_clean, Ba-O-Ba, Ba-O-Co
NOSJIQ_charged, Dy-O-Dy
NOZZOT_charged, Cd-O-Cd
NUCREJ_clean, Zn-O-Zn
NUCYAN_clean, Eu-O-Eu
NUCYER_clean, Gd-O-Gd
NUCYIV_clean, Dy-O-Dy
NUDLAA_clean, Zn-O-Zn
NUDLIJ_clean, Mg-O-Mg
NUDMAC_clean, Mg-O-Mg
NUDMEG_clean, Mg-O-Mg
NUDMOQ_clean, Mg-O-Mg
NUDMUW_clean, Mg-O-Mg
NUDNEH_clean, Mg-O-Mg
NUFBOH_clean, Zn-O-Zn
NUHQAK_clean, Eu-O-Eu
NUHQIS_clean, Eu-O-Tb
NUHQOY_clean, Eu-O-Tb
NUHQUE_clean, Eu-O-Tb
NUHRAL_clean, Eu-O-Tb
NUNCEG_clean, Li-O-Li
NUNWIE_clean, Co-O-Co
NUVBIQ_clean, Nd-O-Yb
NUVXOT_clean, Zn-O-Zn
NUWBOX_clean, Mo-O-Mo, Mo-O-Mn
NUWPOM_clean, Mg-O-Mg
NUXMAU_clean, Cu-O-Cu
NUYNAY_clean, Ti-O-Ti
NUYNEC_clean, Ti-O-Ti
NUZSAD_clean, Eu-O-Eu
OBAFIJ_clean, Tb-O-Tb
OBAFOP_clean, Tb-O-Tb
OBIBAF_clean, Mg-O-Mg
OBIBEJ_clean, Ca-O-Ca
OBIBOT_clean, Ba-O-Ba
OBOGUK_clean, Zn-O-Zn
OBUFIB_SL, Zn-O-Zn
OCACUR_clean, Co-O-Co
OCAQOY_clean, V-O-V, V-O-Ni
OCINIA_clean, Zn-O-Zn
OCUGEZ01_clean, Nd-O-Nd
OCUGEZ_clean, Nd-O-Nd
OCUMIL_clean, Mn-O-Mn
OCUMOR_clean, Mn-O-Mn
OCUNAE_clean, Mn-O-Mn
OCUPUY_clean, V-O-V
OCUQIN_clean, V-O-V
OCUQOT_clean, V-O-V
OCUQUZ_clean, V-O-V
OCURAG_clean, V-O-V
OCUSOV_clean, V-O-V
OCUSUB_clean, V-O-V
OCUTEM_clean, V-O-V
OCUVUF_clean, Dy-O-W, K-O-K, K-O-W, W-O-W
ODIXAC_charged, Cd-O-Cd
ODODIW_clean, Zn-O-Zn
ODODOC_clean, Cd-O-Cd
ODODUI_clean, Zn-O-Zn
ODOMIF_clean, Mn-O-Mn
ODUNEH_clean, Zn-O-Zn
OFAWAV_clean, Hf-O-Hf
OFAWEZ_clean, Hf-O-Hf
OFUCAV_clean, Ce-O-Ce
OFUCEZ_clean, Ce-O-Ce
OFUYUL_SL, Zn-O-Zn
OGAQES_clean, Ba-O-Ba
OGUPIQ_clean, Co-O-Co
OHAZAZ_clean, Gd-O-Gd
OHOMIH_clean, Cu-O-Cu
OHUMEL_clean, Mo-O-Mo, Mo-O-Zn
OHUMIP_clean, Mo-O-Mo, Mo-O-Zn
OJAKOA_clean, Pr-O-Pr
OJAKUG_clean, Eu-O-Eu
OJAZOP_clean, Nd-O-Nd
OJICUG_clean, Sc-O-Sc
OJIDAN_clean, Sc-O-Sc
OJORUC_clean, Zn-O-Zn
OKAYAC_clean, Ca-O-Ca
OKAYEG_clean, Ca-O-Ca
OKAYIK_clean, Ca-O-Ca
OKELIB_clean, Ni-O-Ni
OKINIG_clean, Li-O-Li
OKITAE_clean, Cd-O-Cd
OKUKOW_clean, Zn-O-Zn
OLANAS_clean, Zn-O-Na, Na-O-Na
OLAQOI_clean, K-O-K, K-O-Co
OLAWUU_clean, La-O-La
OLEKUL_clean, Cu-O-Na, Na-O-Na
OLELAS_clean, Cu-O-Na, Na-O-Na
OLOGEC_clean, Zn-O-Zn
OLONAG_clean, Sr-O-Sr
OMAMEU_clean, Zn-O-Zn
OMEWUZ_clean, Ba-O-Ba
OMIMEE_clean, Cu-O-Cu
OMIPEH_clean, Cu-O-Cu
OMITUB_clean, Cu-O-Cu
OMUSAS_clean, Zn-O-Zn
ONALEV_clean, Mn-O-Mn, Zn-O-Zn
ONEJUN_clean, W-O-W, W-O-Cu
ONUKAL_clean, Fe-O-Fe
ONUQOE_clean, Cd-O-Cd
OPAGIX_clean, Mg-O-Mg
OPAMOI_clean, V-O-V, V-O-Co
OPAPEB_clean, Sm-O-Sm
OPAPIF_clean, Eu-O-Eu
OPAPOL_clean, Tb-O-Tb
OPAPUR_clean, Dy-O-Dy
OPENIH_clean, Cu-O-Cu
OPENUT_clean, Eu-O-Eu
OPIFUQ_clean, Sr-O-Sr
OPINIL_clean, Dy-O-Cs
OPIXUI_clean, Cu-O-Cu
OPIYAP_clean, Cu-O-Cu
OPOBOL_clean, Ba-O-Ba
OPUDIN_clean, Zn-O-Zn
OPUDOT_clean, Zn-O-Zn
OQEPUW_clean, Cd-O-Cd
OQOBUT_clean, Al-O-Al
OQUFAJ02_clean, Zr-O-Zr
OQUFAJ04_clean, Zr-O-Zr
OQUFAJ_clean, Zr-O-Zr
OQUFOX_clean, Zr-O-Zr
OQUGUE_clean, Zr-O-Zr
OQUWUU_clean, W-O-W, W-O-Co
OQUXAB_clean, W-O-W, W-O-Co
OQUXEF_clean, W-O-W, W-O-Co
OQUXIJ_clean, Co-O-W, W-O-W
OQUZIL_clean, W-O-W, W-O-Ag
ORAGOF_clean, Ho-O-Ho
ORAKIC_clean, K-O-K
ORAQUU_clean, Zn-O-Zn
OREZAO_clean, Cu-O-Cu, Cu-O-Ca
OREZES_clean, Cu-O-Cu, Cu-O-Ca
ORIVOC_clean, Zn-O-Zn
ORIVUI_clean, Ni-O-Ni
ORIWAP_clean, Co-O-Co
ORIWET_clean, Mn-O-Mn
ORUKOD_clean, Ba-O-Ba
ORULEU_clean, Co-O-Co
OSAVEK_clean, Ca-O-Ca
OSOTUN_clean, Zn-O-Zn
OSUWEF_clean, Na-O-Na
OTABES_clean, In-O-In
OTAQAD_clean, Ga-O-Ga
OTAXOX_clean, Mg-O-Mg
OTECAT_clean, Al-O-Al
OTEGUR_clean, In-O-In
OTEHAY_clean, In-O-In
OTENEH_charged, Pr-O-Pr
OTIBUQ_clean, Al-O-Al
OTUDEO_clean, Mn-O-Na, Mn-O-K
OTUDIS_clean, Mn-O-K
OVEJIJ_clean, V-O-V
OVEXOD_clean, Mn-O-Mn
OVIWIA_clean, U-O-Co
OVIZOJ_clean, Ni-O-Ni
OVIZUP_clean, Ni-O-Ni
OVUCOY_clean, U-O-U
OVUDAL_clean, U-O-U
OWETIU_clean, Ag-O-W, W-O-W
OWIHEJ_clean, In-O-In
OWIHIN_clean, In-O-In
OWIHUZ_clean, In-O-In
OWIJAH_clean, In-O-In
OWIJEL_clean, In-O-In
OWIJIP_clean, In-O-In
OWIJOV_clean, In-O-In
OWIKAI_clean, Nb-O-Ni
OWILAJ_clean, Zr-O-Zr
OXALAB_clean, Co-O-Co
OXALEF_clean, Mn-O-Mn
OXALIJ_ion_b, Cd-O-Cd
OXALUV_SL, In-O-In
OXAMIK_clean, Co-O-Co
OXAPEJ_charged, Co-O-Co
OXAZIX_clean, Pr-O-Pr
OXITOF_clean, Co-O-Co
OXOLAP_SL, Zr-O-Zr
OXUNEB_clean, Cd-O-Mo, Mo-O-Mo
OYERER_clean, Cr-O-Cr
OYERIV_clean, Cr-O-Cr
OYEROB_clean, Cr-O-Cr
OYERUH_clean, Cr-O-Cr
OYEWEW_clean, Al-O-Al
OYEWIA_clean, Al-O-Al
OYOSAX_clean, Mn-O-Mn
OZAVES_clean, Ca-O-Ca
OZAVOC_clean, Sr-O-Sr
OZAVUI_clean, Sr-O-Sr
OZUKOL_clean, Mn-O-Mn
OZUKUR01_clean, Mn-O-Mn
OZUKUR_clean, Mn-O-Mn
OZULAY_clean, Mn-O-Mn
OZULUS_clean, Cu-O-Cu
OZUMAZ01_clean, Cu-O-Cu
OZUMAZ_clean, Cu-O-Cu
OZUMIH_clean, Cu-O-Cu
PABXAT_clean, Pr-O-Pr
PACZOK_clean, V-O-V
PACZUQ_clean, Pr-O-Pr
PADBAZ_charged, Nd-O-Nd
PAMGIV_clean, Mn-O-Mn
PAMTII_clean, Er-O-Er
PAMTOO_clean, Dy-O-Dy
PAMTUU_clean, Tb-O-Tb
PAPKOJ_clean, Pr-O-Pr
PAPKUP_clean, Nd-O-Nd
PAPRUU_clean, La-O-Ni
PAPVAF_clean, Pr-O-Pr
PAPVEJ_clean, Er-O-Er
PAPVIN_clean, Tm-O-Tm
PAQMEB_clean, Mo-O-Mo, Mo-O-Mn
PAQPIG_clean, V-O-V
PAQVEK_clean, Fe-O-K
PARFOF_clean_h, V-O-V
PARHAS_clean, Ca-O-Ca
PARHEW_clean, Ca-O-Ca
PARPII_clean, Al-O-Al
PASNAA01_clean, Co-O-Co
PASNAA_clean, Co-O-Co
PEBYEA_clean, V-O-V, V-O-K, K-O-K
PECBOQ_clean, Mo-O-Mo, Mo-O-Cu
PEDGUA_clean, Ba-O-Ba, Ti-O-Ti
PEDMER_clean, Cu-O-Cu
PEDMOB_clean, Cu-O-Cu
PEDRIA_clean, Zn-O-Zn
PEGPOI_clean, Y-O-Y
PEGPUO_clean, Pr-O-Pr
PEGQAV_clean, Nd-O-Nd
PEGQID_clean, Gd-O-Gd
PEGQOJ_clean, Tb-O-Tb
PEGQUP_clean, Er-O-Er
PEHQID_neutral, Cd-O-Cd
PEKCUF_clean, Mn-O-Mn
PEKWAF_clean, U-O-U, U-O-Sr
PELNEA01_clean, La-O-La
PENNAZ_clean, Cd-O-Cd
PENYIR_clean, V-O-V
PEPFAT_clean, Zn-O-Zn
PEPLAY_clean, V-O-V
PEPLEC_clean, V-O-V
PEPLIG_clean, V-O-V
PEPLOM_clean, V-O-V
PEQRUZ_clean, Na-O-Na, Na-O-Co
PEQWAK_clean, Mn-O-Mn
PETWOC_clean, U-O-U
PEVQIS_clean_h, Zn-O-Zn
PEVQOY_clean_h, Zn-O-Zn
PEWGEF_clean, Cu-O-Cu
PEYPAM_SL, Zn-O-Zn
PEYVEV_clean, In-O-In
PEZCII_clean, La-O-La
PIBPAS01_clean, Zn-O-Zn
PIGXUZ_clean, Co-O-Co
PIHWAG_clean, La-O-La
PIJROR_clean, Ce-O-Ce
PIKBUH_clean, Rb-O-Rb
PIQMOT_clean, Ce-O-Ce
PIWSEV_clean, Zn-O-Zn
PIZHEN_clean, V-O-V, V-O-Ag, V-O-W, Ag-O-W, W-O-W
PIZNOB_clean_h, Eu-O-Eu
POBMOJ01_clean, Yb-O-Yb
POBYAH_charged, Ni-O-Ni, Ni-O-W, W-O-W
POCPAZ_clean, Co-O-Co
PODVUB_clean, U-O-U
POFGUO_clean, Li-O-Li
POHLOP_clean, Eu-O-Eu
POHLUV_clean, Tb-O-Tb
POHMAC_clean, Gd-O-Gd
POJNIM_clean, K-O-Co
POJTUE_clean, Fe-O-Fe
POLBAT_clean, Ga-O-Ga
POLBEX_clean, Ga-O-Ga
POLBIB_clean, V-O-V
POLBOH_clean, V-O-V
POMMAH_clean, In-O-In
POMSER_clean, Ca-O-Ca
POMSOB_clean, Ca-O-Ca
PORLAL_clean, Gd-O-Gd
PORVID_clean, Cu-O-Cu
POTNET_clean, Cu-O-Cu
POTREX_clean, Co-O-Co
POVXII_clean, Mn-O-Mn
POVZOR_clean, Eu-O-W, Cu-O-W, W-O-W
POVZUX_clean, Sm-O-W, Cu-O-W, W-O-W
POWBEK_clean, W-O-W, W-O-Cu, W-O-Y
POWBIO_clean, Ce-O-W, Cu-O-W, W-O-W
PRIMIN_clean, Pr-O-Pr
PUGFII_clean, Mn-O-Mn
PUGFOO_clean, Mn-O-Mn
PUGGOP_clean, Mn-O-Mn
PUGHAC_clean, Mn-O-Mn
PUGHIK_clean, Mn-O-Mn
PUGHUW_clean, Mn-O-Mn
PUGJEI_clean, Mn-O-Mn
PUGPEO_clean, Eu-O-Eu
PUGSER_clean, Zn-O-Zn
PUGSOB_clean, Zn-O-Zn
PUGSUH_clean, Zn-O-Zn
PUJJEL_clean, La-O-La
PULDOQ_clean, Na-O-Na, Na-O-W, Cu-O-W, W-O-W
PUMDIM_clean, Co-O-Co
PUMGIP01_clean, V-O-V
PUNFIO_clean, Cd-O-Cd
PUNSIB_clean, La-O-La
PUNSUN_charged, La-O-La
PUQHEP_clean, Co-O-Co
PUQHIT_SL, Zn-O-Zn
PURNEX_clean, W-O-W, W-O-Cu
PURNIB_clean, W-O-W, W-O-Co, W-O-Cu, W-O-K, Co-O-K
PUVJOG_clean, V-O-V
PUWCOZ_clean, Ni-O-Ni
PUWDIU_clean, Zn-O-Zn
PUWDOA_clean, Zn-O-Zn
PUWXAH_clean, Mn-O-Mn
PUWYAI_clean, Na-O-Na, Na-O-Co, Co-O-Co
PUZJOL_clean, Mg-O-Mg
PUZKUS_clean, Mg-O-Mg
QADKAH_clean, V-O-V
QADVUN_clean, Zn-O-Zn
QAHMUJ_clean, Ba-O-Ba, Ba-O-Cd
QAJKIV_clean, Ga-O-Ga
QAJMUM_clean, Gd-O-Gd
QALGUH_SL, Cr-O-Cr
QALHAO_clean, Cu-O-Cu
QALHES_clean, Cu-O-Cu
QAMVEH01_clean, Ce-O-Ce
QANSUV_clean, Cu-O-Cu
QAQRUW_clean, Mg-O-Mg
QARTAG_clean, Cd-O-Cd
QASSUZ_clean, K-O-K, K-O-Fe, Fe-O-Fe
QATLEE_clean, Zn-O-Zn
QAVBUL_clean, Tb-O-Tb
QAVYUJ_clean, La-O-La
QAVZAQ_clean, Nd-O-Nd
QAWPIO_clean, V-O-V, V-O-Ni
QAWREM_clean, Eu-O-Eu
QAWRIQ_clean, Gd-O-Gd
QAWROW_clean, Yb-O-Yb
QEBKUF_SL, Zn-O-Zn
QEFWUV_clean, Zr-O-Zr
QEKLUP_clean, Ba-O-Ba, Ba-O-U
QEPZOB_clean, Cu-O-Cu
QETSOY_clean, Er-O-Er
QEWDON_clean, Zn-O-Zn
QEZYUR_clean, Sm-O-Sm
QEZZAY_clean, Eu-O-Eu
QEZZEC_clean, Tb-O-Tb
QIHXIQ_clean, Zn-O-Zn
QIQTAN_clean, Ni-O-Ni
QIQZIB_clean, Cu-O-Cu
QIRYAS_clean, Co-O-Co
QISKIN_clean, K-O-K, K-O-Cu, Cu-O-Cu
QISRIV_clean, Mo-O-Rh
QITDII_clean, Mn-O-Mn
QITDOO_clean, La-O-La
QITYOI_clean, Pr-O-Pr
QIWGOU_clean, Sr-O-Sr
QIWPET_clean, Mg-O-Mg
QIYQAR_clean, La-O-La
QIZLIW_clean, Cu-O-Cu
QOCRUW_clean, La-O-La
QOCSAD_clean, Ce-O-Ce
QOCSEH_clean, Nd-O-Nd
QOFPAE_clean, U-O-U
QOHYET_clean, Ce-O-Ce
QOMDUS_clean, Zn-O-Zn
QONQAM_clean, Al-O-Al
QONQEQ_manual, Al-O-Al
QOPCEE_clean, Mn-O-Mn
QOPHEI_clean, Co-O-Co
QOPPES_clean, Co-O-Co
QOPZIF_clean, Zn-O-Zn
QOQDAD_clean, Co-O-Co
QOSJEP_clean, Er-O-Er
QOSJUF_clean, Ho-O-Ho
QOTWON_clean, Mn-O-Mn
QOTZEG_clean, La-O-La
QOVDAH_clean, Ni-O-Ni
QOVDEL_clean, Ni-O-Ni
QOVWOO01_clean, Ga-O-Ga
QOVWOO_SL, Ga-O-Ga
QOWLEU_clean_h, Co-O-Co
QOXFIU_clean, U-O-U, U-O-K, K-O-K
QOXNIB_clean, Cu-O-Cu
QOYLOG_clean, Ni-O-Ni
QOZWAF_clean, Ni-O-Ni, Ni-O-W, W-O-W
QUBWIU_clean, Sm-O-Cu, Cu-O-Na
QUFKIN_clean, Co-O-Co
QUFTAM_clean, Na-O-Na, Na-O-Cu
QUGZEZ_clean, Gd-O-Gd
QUHMOX_clean, Gd-O-Gd
QUJKOX_clean, Na-O-Na
QUKYOL_clean, La-O-Cu
QUKYUR_clean, Nd-O-Cu
QULMIU_clean, In-O-In
QUMFUB_clean, Mn-O-Mn
QUMYUT_clean, Pr-O-Na, Na-O-Na
QUNWAZ_clean, Zn-O-Zn
QUQGAL_clean, Li-O-Li
QUQHAM_clean, Cu-O-Cu
QUSBEM_charged, Li-O-Cd
QUSBIP_clean, Zn-O-Zn
QUSCAJ_clean, Li-O-Cd, Cd-O-Cd
QUSFEP_charged, La-O-Cu
QUSSII_clean, Zn-O-Zn
QUTTII01_clean, Co-O-Co
QUTTII_clean, Co-O-Co
QUWYEO_clean, Ca-O-Ca
QUXQUX_clean, Ca-O-Ca
QUXRAE_clean, Ca-O-Ca
QUXREI_clean, Ca-O-Ca
QUXRIM_clean, Ca-O-Ca
QUXROS_clean, Ca-O-Ca
QUXRUY_clean, Ca-O-Ca
QUZZES_clean, Mg-O-Mg
RACHUA_clean, Zn-O-Zn
RACZEC_clean, Co-O-Co
RAJFAL_clean, Ca-O-Ca
RAJFAM_clean, Co-O-Co
RAJFEQ_clean, Co-O-Co
RAKPEZ_clean, La-O-La
RALZEL_clean, V-O-V
RASKIH_clean, Mg-O-Mg
RASXEP01_clean, Sm-O-Sm
RASXIT_clean, Eu-O-Eu
RAVVIU01_clean, Co-O-Co
RAVVIU_clean, Co-O-Co
RAVVUH_clean, Mg-O-Mg
RAVWAO_clean, Mg-O-Mg
RAVWES_clean, Mg-O-Mg
RAVWIW_clean, Mg-O-Mg
RAVWOC_clean, Mg-O-Mg
RAVWUI_clean, Zn-O-Zn
RAVXAP_clean, Mg-O-Mg
RAVXET_clean, Mg-O-Mg
RAVXIX_clean, Mg-O-Mg
RAVXOD_clean, Mg-O-Mg
RAWZIA_clean, Al-O-Al
RAXROX_charged, Cu-O-Cu
RAYMIP_clean, In-O-In
RAYMOV_clean, Mn-O-Mn
RAZXIA02_clean, Co-O-Co, Co-O-K
RAZXIA_clean, K-O-Co, Co-O-Co
REDROI_clean, Zn-O-Zn
REFJET_clean, K-O-K, K-O-In
REFTON_SL, Zn-O-Cd
REFTUT_clean, Ca-O-Zn
REGJIW01_clean, Co-O-Co
REGJIW02_clean, Co-O-Co
REGJIW_clean, Co-O-Co
REGLOG_clean, Cd-O-Cd
REGQUR_clean, Zn-O-Zn
REGRAY_clean, Zn-O-Zn
REHHOD_clean, Cd-O-Cd
REJVOS_clean, Mg-O-Mg
RESWOC_clean, Er-O-Er
REZXEA_clean, Cr-O-Cr
REZXIE01_clean, Fe-O-Fe
REZXIE_clean, Fe-O-Fe
REZXOK_clean, Fe-O-Fe
REZXUQ_clean, Cr-O-Cr
RIBTAZ_clean, Cu-O-Cu
RICHIV_clean, La-O-La
RIDCEN_charged, In-O-In
RIFMIE_clean, La-O-La
RIFQEC_clean, Ce-O-Ce
RIFQUT_clean, Co-O-Co
RIGVOU_clean, Eu-O-Eu
RIGWIP_clean, Eu-O-Eu
RIPTEQ_clean, Mo-O-Mo, Mo-O-Na
RIPWIY_clean, W-O-W, W-O-Sm, W-O-K, W-O-Na, Sm-O-K
RIXPIZ_clean, Al-O-Al
RIYWED_clean, Ca-O-Ca
RIYWIH_clean, Ca-O-Ca
ROGSAI_clean, Ni-O-Ni
ROJNEJ_clean, V-O-V
ROMQER_clean, Zn-O-Zn
RONSOC_clean, Fe-O-Fe
RORRIB_clean, U-O-U
ROYJUM_clean, Ni-O-Ni
ROYREE_clean, Ho-O-Ho
ROYRII_clean, Er-O-Er
ROYROO_clean, Yb-O-Yb
RUBGUS_clean, Mn-O-Mn
RUBHOM_clean, La-O-La
RUBTAK01_SL, Zr-O-Zr
RUBTAK02_SL, Zr-O-Zr
RUBTAK03_auto, Zr-O-Zr
RUFMUA01_clean, Ca-O-Ca
RUFMUA_clean, Ca-O-Ca
RUFRIV_clean, Zn-O-Zn
RUFTET_clean, Co-O-Co
RUFZID_clean, Cu-O-Cu
RUGXOI01_clean, Zn-O-Zn
RUGXOI_clean, Zn-O-Zn
RUHCED_SL, Ga-O-Ga
RUHFEH_clean, Cu-O-Cu
RUHFIL_clean, Cu-O-Cu
RUHFOR_clean, Cu-O-Cu
RUHFUX_clean, Cu-O-Cu
RUJGOT_clean, Mn-O-Mn
RUPNEW_clean, Al-O-Al
RUPVAB_clean, Zn-O-Zn
RUSSAA_clean, Cd-O-Co, Co-O-Co
RUSWIN_clean, Dy-O-Dy
RUSWOT_clean, Pr-O-Pr
RUSWUZ_clean, Nd-O-Nd
RUSXAG_clean, Gd-O-Gd
RUSXEK_clean, Tb-O-Tb
RUTBUE_clean, Na-O-Na
RUTNOK_manual, Zn-O-Zn
RUWWOW01_clean, La-O-La
RUWWOW_clean, La-O-La
RUWWUC_clean, La-O-La
RUWXAJ_clean, La-O-La
RUWXEN_clean, La-O-La
RUYQIN01_clean, La-O-La
RUYQIN02_clean, La-O-La
RUYQIN03_clean, La-O-La
RUYQIN_clean, La-O-La
RUYQOT_clean, La-O-La
RUYTIQ_clean, La-O-La
RUYTUC_clean, La-O-La
RUYVAK_clean, Ce-O-Ce
RUYVEO_clean, La-O-La
RUYZUH_clean, Mo-O-Mo, Mo-O-Mn
SABVOH01_clean, Al-O-Al
SABVOH_manual, Al-O-Al
SABVUN_clean_h_min, Al-O-Al
SABWAU01_clean, Al-O-Al
SABWAU_SL, Al-O-Al
SADLEQ_clean, Nd-O-Nd
SADMIV_clean, Fe-O-Fe
SADMUH_SL, Fe-O-Fe
SADVEB_clean, U-O-U
SAHBAF_clean, Fe-O-Fe
SAHBEJ_clean, Fe-O-Fe
SAHNIZ_charged, Na-O-Na, Fe-O-Fe
SAHXAD_clean, Zn-O-Zn
SAJDIT_clean, Tb-O-Tb
SAJRUT_clean, Fe-O-Fe
SAJSAA_clean, Fe-O-Na, Na-O-Na
SAKRAZ_clean, Zn-O-Zn
SAKRED_clean, Zn-O-Zn
SALXEL_clean, Zr-O-Zr
SALXIP_clean, Ce-O-Ce
SAMVEK_clean, Mn-O-Mn
SANGEW_clean, Ce-O-Ce
SARGID_clean, Fe-O-Fe
SARGOJ_clean, Fe-O-Fe
SARGUP_clean, Fe-O-Fe
SARHAW_clean, Fe-O-Fe
SARHEA_clean, Fe-O-Fe
SARMEE_clean, Eu-O-Eu
SARMII_clean, Gd-O-Gd
SARMOO_clean, Eu-O-Eu
SASKIH_clean, V-O-V
SAXRIS_clean, Mo-O-Mo, Mo-O-Na, Na-O-Na
SEFBOV_clean, Zn-O-Zn
SEHVOQ_clean, V-O-V
SEQTEP_clean, Mn-O-Mn
SERCEZ_clean, Zn-O-Zn
SERJOP_clean, Er-O-Er
SERJUV_clean, Y-O-Y
SESDEA01_clean, Eu-O-Eu
SESDEA_clean, Eu-O-Eu
SETQAL_clean, Fe-O-Fe
SETQEP_clean, Fe-O-Fe
SETQIT_clean, Fe-O-Fe
SETQOZ_SL, Fe-O-Fe
SETQUF_SL, Fe-O-Fe
SETRAM_clean, Fe-O-Fe
SETSIV_clean, Cr-O-Cr
SETSOB_clean, Cr-O-Cr
SETWOF_clean, Co-O-Mo, Mo-O-Mo
SETWUL_clean, Co-O-Mo, Mo-O-Mo
SETXAS_clean, Mo-O-Mo
SETXEW_clean, Zn-O-Mo, Mo-O-Mo
SIBMIB_clean, Cd-O-Cd
SICDAL_clean, Ga-O-Ga
SICZOV_clean, In-O-In
SIFVAG_clean, Na-O-Na
SIKJOM_clean, Cu-O-Cu
SIKYER_clean, Eu-O-Eu
SINVAM_clean, Fe-O-Fe
SINXET_charged, Eu-O-Eu
SIQCOM_clean, Cs-O-Cd
SIQCUS_clean, Cs-O-Cd
SISFEH_clean, Sr-O-Sr
SISPUH_clean, Gd-O-Gd
SISQAO_clean, Eu-O-Eu
SISQES_clean, Sm-O-Sm
SISQIW_clean, Nd-O-Nd
SITTUM_clean, Zn-O-Zn
SIWSUO_clean, Co-O-Co
SIWTEZ_clean, Co-O-Co
SIYXIH10_clean, Fe-O-Fe
SIYXIH_clean, Fe-O-Fe
SIZJUH_clean, Mo-O-Mo, Mo-O-Na, Na-O-Na
SIZPAT_charged, Pr-O-Ni
SIZPEX_charged, Ce-O-Ni
SOBZEQ_clean, Ca-O-Cd
SOCWIS_clean, Fe-O-Fe
SOCWOY_clean, Fe-O-Co
SODQOT_clean, Cu-O-Cu
SODXUG_clean, Co-O-Co
SOJGOO_clean, Ce-O-Ce
SOJTOC_clean, K-O-K, K-O-Zn
SOMSIY_clean, Ga-O-Ga
SONTAR_manual, Pr-O-Pr
SONTIZ_clean, Tb-O-Tb
SONTOF_clean, Dy-O-Dy
SOPPOD_clean, Tb-O-K
SOQHIR01_clean, Tb-O-Tb
SORQAT_clean, Nd-O-Nd
SORXAA_clean, Pr-O-Pr
SOSFAJ_clean, La-O-La
SOTTUR_clean, Sr-O-Sr
SOTWOP_clean, Eu-O-Eu
SOTWUV_clean, Tb-O-Tb
SOXDAM_clean, Tb-O-Zn
SOXDEQ_clean, Tb-O-Co
SOXHUI_SL, Li-O-Li
SOXZIP_clean, Ba-O-Ba
SOYYEL_clean, Fe-O-Fe
SUCLOT_clean, Ca-O-Ca
SUFHIM_clean, Na-O-Zn
SUGDIJ_auto, Zn-O-Zn
SUHBAA_clean, Zn-O-Zn
SUHMEP_clean, Co-O-Co
SUKREX_clean, La-O-La
SUKRIB_clean, Ce-O-Ce
SUNHUF_clean, Nd-O-Nd
SUQHUJ_clean, In-O-In
SUQJEV_clean, In-O-In
SUVNEE_clean, Ni-O-Ni
SUVZOA_clean, Zn-O-V, V-O-V
SUVZUG_clean, Zn-O-V, V-O-V
TACPAP_clean, Zn-O-Zn
TACPET_clean, Zn-O-Zn
TACPIX_clean, Zn-O-Zn
TAGSEB_clean, V-O-V, V-O-Cu
TAGTED_clean, Mg-O-Mg
TAGTIH_clean, Mg-O-Mg
TAGTUT_clean, Mg-O-Mg
TAHYUZ_clean, Co-O-Co
TAKTIL_clean, Ga-O-Ga
TAKTOR_clean, Fe-O-Fe
TAKVAF_clean, Fe-O-Fe
TAKZEN_clean, Zn-O-Zn
TANFEV_clean, Mo-O-Mo, Mo-O-Co
TANLAX_charged, Tb-O-Tb
TAPKAY_clean, Cu-O-Cu
